match_id,match_date,team_name,opp_name,stage,t_win_rate,t_draw_rate,t_avg_goals_for,t_avg_goals_against,t_avg_goal_diff,t_knockout_win_rate,t_matches_played,o_win_rate,o_draw_rate,o_avg_goals_for,o_avg_goals_against,o_avg_goal_diff,o_knockout_win_rate,o_matches_played,win_rate_diff,goal_diff_diff,attack_vs_defense,experience_diff,is_knockout,result,goals_for,goals_against,result_encoded
M-1974-19,1974-06-22,Zaire,Brazil,group stage,0.0,0.0,0.0,5.5,-5.5,0.5,2,0.6,0.2,2.1,1.3,0.8,1.0,10,-0.6,-6.3,-1.3,-8,0,lose,0,3,0
M-1974-20,1974-06-22,East Germany,West Germany,group stage,0.5,0.5,1.5,0.5,1.0,0.5,2,0.8,0.0,2.5,1.5,1.0,0.6,10,-0.30000000000000004,0.0,0.0,-8,0,win,1,0,2
M-1974-24,1974-06-23,Italy,Poland,group stage,0.4,0.3,1.4,1.2,0.2,0.6666666666666666,10,0.6666666666666666,0.0,5.0,2.6666666666666665,2.3333333333333335,0.0,3,-0.2666666666666666,-2.1333333333333333,-1.2666666666666666,7,0,lose,1,2,0
M-1974-23,1974-06-23,Haiti,Argentina,group stage,0.0,0.0,0.5,5.0,-4.5,0.5,2,0.3,0.3,1.0,1.5,-0.5,0.0,10,-0.3,-4.0,-1.0,-8,0,lose,1,4,0
M-1974-22,1974-06-23,Sweden,Uruguay,group stage,0.4,0.4,1.1,0.9,0.2,0.6666666666666666,10,0.2,0.3,0.5,1.2,-0.7,0.25,10,0.2,0.8999999999999999,-0.09999999999999987,0,0,win,3,0,2
M-1974-21,1974-06-23,Netherlands,Bulgaria,group stage,0.25,0.25,1.0,1.5,-0.5,0.0,4,0.0,0.4,0.8,2.4,-1.6,0.5,10,0.25,1.1,-1.4,-6,0,win,4,1,2
M-1974-25,1974-06-26,Yugoslavia,West Germany,second group stage,0.4,0.2,2.0,0.9,1.1,0.25,10,0.7,0.0,2.3,1.5,0.8,0.5,10,-0.29999999999999993,0.30000000000000004,0.5,0,0,lose,0,2,0
M-1974-26,1974-06-26,Brazil,East Germany,second group stage,0.7,0.2,2.3,1.0,1.3,1.0,10,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.5,3,0.033333333333333326,0.30000000000000004,1.9666666666666666,7,0,win,1,0,2
M-1974-27,1974-06-26,Netherlands,Argentina,second group stage,0.4,0.2,1.6,1.4,0.2,0.0,5,0.4,0.3,1.3,1.0,0.3,0.0,10,0.0,-0.09999999999999998,0.6000000000000001,-5,0,win,4,0,2
M-1974-28,1974-06-26,Sweden,Poland,second group stage,0.4,0.4,1.2,0.8,0.4,0.6666666666666666,10,0.75,0.0,4.25,2.25,2.0,0.0,4,-0.35,-1.6,-1.05,6,0,lose,0,1,0
M-1974-32,1974-06-30,Sweden,West Germany,second group stage,0.4,0.3,1.2,0.9,0.3,0.6666666666666666,10,0.8,0.0,2.3,1.1,1.2,0.6666666666666666,10,-0.4,-0.8999999999999999,0.09999999999999987,0,0,lose,2,4,0
M-1974-31,1974-06-30,Yugoslavia,Poland,second group stage,0.4,0.2,2.0,1.0,1.0,0.3333333333333333,10,0.8,0.0,3.6,1.8,1.8,0.0,5,-0.4,-0.8,0.19999999999999996,5,0,lose,1,2,0
M-1974-30,1974-06-30,East Germany,Netherlands,second group stage,0.5,0.25,1.0,0.5,0.5,0.5,4,0.5,0.16666666666666666,2.0,1.1666666666666667,0.8333333333333334,0.0,6,0.0,-0.33333333333333337,-0.16666666666666674,-2,0,lose,0,2,0
M-1974-29,1974-06-30,Brazil,Argentina,second group stage,0.8,0.2,2.3,0.7,1.6,1.0,10,0.3,0.3,1.2,1.4,-0.2,0.0,10,0.5,1.8,0.8999999999999999,0,0,win,2,1,2
M-1974-36,1974-07-03,Yugoslavia,Sweden,second group stage,0.4,0.2,2.1,1.0,1.1,0.3333333333333333,10,0.3,0.3,1.2,1.3,-0.1,0.5,10,0.10000000000000003,1.2000000000000002,0.8,0,0,lose,1,2,0
M-1974-35,1974-07-03,Netherlands,Brazil,second group stage,0.5714285714285714,0.14285714285714285,2.0,1.0,1.0,0.0,7,0.8,0.2,2.1,0.7,1.4,1.0,10,-0.22857142857142865,-0.3999999999999999,1.3,-3,0,win,2,0,2
M-1974-34,1974-07-03,Argentina,East Germany,second group stage,0.3,0.3,1.2,1.3,-0.1,0.0,10,0.4,0.2,0.8,0.8,0.0,0.5,5,-0.10000000000000003,-0.1,0.3999999999999999,5,0,draw,1,1,1
M-1974-33,1974-07-03,West Germany,Poland,second group stage,0.8,0.0,2.5,1.2,1.3,0.6666666666666666,10,0.8333333333333334,0.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.0,6,-0.033333333333333326,-0.3666666666666667,0.8333333333333333,4,0,win,1,0,2
M-1974-37,1974-07-06,Brazil,Poland,third-place match,0.7,0.2,2.0,0.9,1.1,1.0,10,0.7142857142857143,0.0,2.857142857142857,1.5714285714285714,1.2857142857142858,0.0,7,-0.014285714285714346,-0.18571428571428572,0.4285714285714286,3,1,lose,0,1,0
M-1974-38,1974-07-07,Netherlands,West Germany,final,0.625,0.125,2.0,0.875,1.125,0.0,8,0.8,0.0,2.1,1.0,1.1,0.6666666666666666,10,-0.17500000000000004,0.02499999999999991,1.0,-2,1,lose,1,2,0
M-1978-01,1978-06-01,West Germany,Poland,group stage,0.8,0.0,2.0,1.0,1.0,0.75,10,0.75,0.0,2.625,1.375,1.25,0.5,8,0.050000000000000044,-0.25,0.625,2,0,draw,0,0,1
M-1978-04,1978-06-02,Hungary,Argentina,group stage,0.5,0.1,2.1,1.2,0.9,0.0,10,0.3,0.3,1.3,1.4,-0.1,0.0,10,0.2,1.0,0.7000000000000002,0,0,lose,1,2,0
M-1978-03,1978-06-02,Mexico,Tunisia,group stage,0.3,0.3,1.0,1.1,-0.1,0.0,10,0.5,0.2,1.5,1.5,0.0,0.5,0,-0.2,-0.1,-0.5,10,0,lose,1,3,0
M-1978-02,1978-06-02,France,Italy,group stage,0.5,0.1,2.8,2.2,0.6,0.6666666666666666,10,0.4,0.3,1.5,1.3,0.2,0.6666666666666666,10,0.09999999999999998,0.39999999999999997,1.4999999999999998,0,0,lose,1,2,0
M-1978-05,1978-06-03,Austria,Spain,group stage,0.4,0.1,2.1,2.3,-0.2,0.4,10,0.3,0.1,1.1,1.9,-0.8,0.5,10,0.10000000000000003,0.6000000000000001,0.20000000000000018,0,0,win,2,1,2
M-1978-06,1978-06-03,Brazil,Sweden,group stage,0.6,0.2,1.7,0.8,0.9,0.75,10,0.3,0.3,1.1,1.3,-0.2,0.0,10,0.3,1.1,0.3999999999999999,0,0,draw,1,1,1
M-1978-07,1978-06-03,Netherlands,Iran,group stage,0.5555555555555556,0.1111111111111111,1.8888888888888888,1.0,0.8888888888888888,0.0,9,0.5,0.2,1.5,1.5,0.0,0.5,0,0.05555555555555558,0.8888888888888888,0.38888888888888884,9,0,win,3,0,2
M-1978-08,1978-06-03,Peru,Scotland,group stage,0.3333333333333333,0.0,1.6666666666666667,2.1666666666666665,-0.5,0.0,6,0.125,0.375,0.875,1.875,-1.0,0.5,8,0.20833333333333331,0.5,-0.20833333333333326,-2,0,win,3,1,2
M-1978-12,1978-06-06,France,Argentina,group stage,0.4,0.1,2.6,2.2,0.4,0.6666666666666666,10,0.3,0.3,1.3,1.4,-0.1,0.0,10,0.10000000000000003,0.5,1.2000000000000002,0,0,lose,1,2,0
M-1978-11,1978-06-06,Mexico,West Germany,group stage,0.3,0.3,1.1,1.2,-0.1,0.0,10,0.7,0.1,1.7,0.8,0.9,0.6666666666666666,10,-0.39999999999999997,-1.0,0.30000000000000004,0,0,lose,0,6,0
M-1978-09,1978-06-06,Hungary,Italy,group stage,0.4,0.1,1.8,1.4,0.4,0.0,10,0.5,0.3,1.7,1.3,0.4,0.6666666666666666,10,-0.09999999999999998,0.0,0.5,0,0,lose,1,3,0
M-1978-10,1978-06-06,Poland,Tunisia,group stage,0.6666666666666666,0.1111111111111111,2.3333333333333335,1.2222222222222223,1.1111111111111112,0.5,9,1.0,0.0,3.0,1.0,2.0,0.5,1,-0.33333333333333337,-0.8888888888888888,1.3333333333333335,8,0,win,1,0,2
M-1978-15,1978-06-07,Peru,Netherlands,group stage,0.42857142857142855,0.0,1.8571428571428572,2.0,-0.14285714285714285,0.0,7,0.6,0.1,2.0,0.9,1.1,0.0,10,-0.17142857142857143,-1.2428571428571429,0.9571428571428572,-3,0,draw,0,0,1
M-1978-16,1978-06-07,Iran,Scotland,group stage,0.0,0.0,0.0,3.0,-3.0,0.5,1,0.1111111111111111,0.3333333333333333,0.8888888888888888,2.0,-1.1111111111111112,0.5,9,-0.1111111111111111,-1.8888888888888888,-2.0,-8,0,draw,1,1,1
M-1978-13,1978-06-07,Austria,Sweden,group stage,0.5,0.1,2.3,2.3,0.0,0.5,10,0.3,0.4,1.0,0.9,0.1,0.5,10,0.2,-0.1,1.4,0,0,win,1,0,2
M-1978-14,1978-06-07,Brazil,Spain,group stage,0.5,0.3,1.4,0.7,0.7,0.6666666666666666,10,0.2,0.1,1.1,2.1,-1.0,0.5,10,0.3,1.7,-0.7000000000000002,0,0,draw,0,0,1
M-1978-17,1978-06-10,France,Hungary,group stage,0.3,0.1,2.0,2.1,-0.1,0.6666666666666666,10,0.4,0.1,1.8,1.5,0.3,0.0,10,-0.10000000000000003,-0.4,0.5,0,0,win,3,1,2
M-1978-18,1978-06-10,Poland,Mexico,group stage,0.7,0.1,2.2,1.1,1.1,0.5,10,0.3,0.3,1.1,1.7,-0.6,0.0,10,0.39999999999999997,1.7000000000000002,0.5000000000000002,0,0,win,3,1,2
M-1978-19,1978-06-10,West Germany,Tunisia,group stage,0.8,0.1,2.0,0.4,1.6,1.0,10,0.5,0.0,1.5,1.0,0.5,0.5,2,0.30000000000000004,1.1,1.0,8,0,draw,0,0,1
M-1978-20,1978-06-10,Argentina,Italy,group stage,0.4,0.2,1.5,1.5,0.0,0.0,10,0.5,0.3,1.9,1.4,0.5,0.6666666666666666,10,-0.09999999999999998,-0.5,0.10000000000000009,0,0,lose,0,1,0
M-1978-23,1978-06-11,Iran,Peru,group stage,0.0,0.5,0.5,2.0,-1.5,0.5,2,0.375,0.125,1.625,1.75,-0.125,0.0,8,-0.375,-1.375,-1.25,-6,0,lose,1,4,0
M-1978-24,1978-06-11,Scotland,Netherlands,group stage,0.1,0.4,0.9,1.9,-1.0,0.5,10,0.6,0.2,1.8,0.6,1.2,0.0,10,-0.5,-2.2,0.30000000000000004,0,0,win,3,2,2
M-1978-22,1978-06-11,Spain,Sweden,group stage,0.2,0.1,0.9,1.9,-1.0,0.5,10,0.3,0.4,1.0,0.9,0.1,0.5,10,-0.09999999999999998,-1.1,0.0,0,0,win,1,0,2
M-1978-21,1978-06-11,Austria,Brazil,group stage,0.6,0.1,2.2,2.0,0.2,0.6666666666666666,10,0.4,0.4,1.1,0.6,0.5,0.5,10,0.19999999999999996,-0.3,1.6,0,0,lose,0,1,0
M-1978-28,1978-06-14,Argentina,Poland,second group stage,0.3,0.2,1.3,1.6,-0.3,0.0,10,0.8,0.1,2.0,0.6,1.4,1.0,10,-0.5,-1.7,0.7000000000000001,0,0,win,2,0,2
M-1978-27,1978-06-14,Peru,Brazil,second group stage,0.4444444444444444,0.1111111111111111,1.8888888888888888,1.6666666666666667,0.2222222222222222,0.0,9,0.4,0.4,0.8,0.5,0.3,0.0,10,0.0444444444444444,-0.07777777777777778,1.3888888888888888,-1,0,lose,0,3,0
M-1978-26,1978-06-14,Italy,West Germany,second group stage,0.6,0.2,2.0,1.4,0.6,0.6666666666666666,10,0.7,0.2,1.9,0.4,1.5,1.0,10,-0.09999999999999998,-0.9,1.6,0,0,draw,0,0,1
M-1978-25,1978-06-14,Netherlands,Austria,second group stage,0.6,0.2,2.0,0.6,1.4,0.0,10,0.5,0.1,2.1,2.1,0.0,0.6666666666666666,10,0.09999999999999998,1.4,-0.10000000000000009,0,0,win,5,1,2
M-1978-29,1978-06-18,Peru,Poland,second group stage,0.4,0.1,1.7,1.8,-0.1,0.0,10,0.7,0.1,1.7,0.6,1.1,1.0,10,-0.29999999999999993,-1.2000000000000002,1.1,0,0,lose,0,1,0
M-1978-30,1978-06-18,Italy,Austria,second group stage,0.6,0.2,2.0,1.4,0.6,0.6666666666666666,10,0.4,0.1,1.7,2.6,-0.9,0.6666666666666666,10,0.19999999999999996,1.5,-0.6000000000000001,0,0,win,1,0,2
M-1978-31,1978-06-18,Netherlands,West Germany,second group stage,0.6,0.2,2.3,0.7,1.6,0.0,10,0.6,0.3,1.8,0.4,1.4,1.0,10,0.0,0.20000000000000018,1.9,0,0,draw,2,2,1
M-1978-32,1978-06-18,Argentina,Brazil,second group stage,0.4,0.2,1.5,1.5,0.0,0.5,10,0.5,0.3,1.1,0.5,0.6,0.0,10,-0.09999999999999998,-0.6,1.0,0,0,draw,0,0,1
M-1978-35,1978-06-21,Poland,Brazil,second group stage,0.7,0.1,1.1,0.6,0.5,1.0,10,0.5,0.3,1.1,0.5,0.6,0.0,10,0.19999999999999996,-0.09999999999999998,0.6000000000000001,0,0,lose,1,3,0
M-1978-36,1978-06-21,Peru,Argentina,second group stage,0.4,0.1,1.6,1.6,0.0,0.0,10,0.4,0.3,1.3,1.2,0.1,0.5,10,0.0,-0.1,0.40000000000000013,0,0,lose,0,6,0
M-1978-33,1978-06-21,Austria,West Germany,second group stage,0.3,0.1,1.0,2.2,-1.2,0.5,10,0.5,0.4,1.7,0.6,1.1,1.0,10,-0.2,-2.3,0.4,0,0,win,3,2,2
M-1978-34,1978-06-21,Italy,Netherlands,second group stage,0.6,0.2,1.7,1.3,0.4,0.5,10,0.6,0.2,2.5,0.9,1.6,0.0,10,0.0,-1.2000000000000002,0.7999999999999999,0,0,lose,1,2,0
M-1978-37,1978-06-24,Brazil,Italy,third-place match,0.5,0.3,1.1,0.6,0.5,0.0,10,0.5,0.2,1.4,1.2,0.2,0.0,10,0.0,0.3,-0.09999999999999987,0,1,win,2,1,2
M-1978-38,1978-06-25,Argentina,Netherlands,final,0.5,0.2,1.8,1.1,0.7,0.5,10,0.6,0.2,2.3,0.9,1.4,0.0,10,-0.09999999999999998,-0.7,0.9,0,1,win,3,1,2
M-1982-01,1982-06-13,Argentina,Belgium,group stage,0.5,0.2,1.7,1.1,0.6,1.0,10,0.1111111111111111,0.1111111111111111,1.3333333333333333,2.7777777777777777,-1.4444444444444444,0.0,9,0.3888888888888889,2.0444444444444443,-1.0777777777777777,1,0,lose,0,1,0
M-1982-02,1982-06-14,Italy,Poland,group stage,0.5,0.2,1.4,1.0,0.4,0.0,10,0.6,0.1,1.0,0.8,0.2,1.0,10,-0.09999999999999998,0.2,0.5999999999999999,0,0,draw,0,0,1
M-1982-03,1982-06-14,Brazil,Soviet Union,group stage,0.5,0.3,1.2,0.7,0.5,0.5,10,0.6,0.1,1.6,0.8,0.8,0.25,10,-0.09999999999999998,-0.30000000000000004,0.3999999999999999,0,0,win,2,1,2
M-1982-06,1982-06-15,Scotland,New Zealand,group stage,0.2,0.4,1.2,2.0,-0.8,0.5,10,0.5,0.2,1.5,1.5,0.0,0.5,0,-0.3,-0.8,-0.30000000000000004,10,0,win,5,2,2
M-1982-05,1982-06-15,El Salvador,Hungary,group stage,0.0,0.0,0.0,3.0,-3.0,0.5,3,0.3,0.1,1.7,1.7,0.0,0.0,10,-0.3,-3.0,-1.7,-7,0,lose,1,10,0
M-1982-04,1982-06-15,Peru,Cameroon,group stage,0.4,0.1,1.6,2.1,-0.5,0.0,10,0.5,0.2,1.5,1.5,0.0,0.5,0,-0.09999999999999998,-0.5,0.10000000000000009,10,0,draw,0,0,1
M-1982-07,1982-06-16,West Germany,Algeria,group stage,0.5,0.4,1.9,0.8,1.1,1.0,10,0.5,0.2,1.5,1.5,0.0,0.5,0,0.0,1.1,0.3999999999999999,10,0,lose,1,2,0
M-1982-08,1982-06-16,England,France,group stage,0.7,0.1,1.5,0.7,0.8,0.75,10,0.4,0.1,2.1,1.9,0.2,0.6666666666666666,10,0.29999999999999993,0.6000000000000001,-0.3999999999999999,0,0,win,3,1,2
M-1982-09,1982-06-16,Spain,Honduras,group stage,0.3,0.1,0.9,1.3,-0.4,0.5,10,0.5,0.2,1.5,1.5,0.0,0.5,0,-0.2,-0.4,-0.6,10,0,draw,1,1,1
M-1982-12,1982-06-17,Northern Ireland,Yugoslavia,group stage,0.4,0.2,1.2,2.0,-0.8,0.0,5,0.3,0.2,1.9,1.1,0.8,0.3333333333333333,10,0.10000000000000003,-1.6,0.09999999999999987,-5,0,draw,0,0,1
M-1982-11,1982-06-17,Kuwait,Czechoslovakia,group stage,0.5,0.2,1.5,1.5,0.0,0.5,0,0.3,0.1,1.0,1.6,-0.6,0.6666666666666666,10,0.2,0.6,-0.10000000000000009,-10,0,draw,1,1,1
M-1982-10,1982-06-17,Austria,Chile,group stage,0.4,0.1,1.2,1.8,-0.6,1.0,10,0.2,0.3,0.8,1.4,-0.6,0.6666666666666666,10,0.2,0.0,-0.19999999999999996,0,0,win,1,0,2
M-1982-13,1982-06-18,Italy,Peru,group stage,0.4,0.3,1.1,0.9,0.2,0.0,10,0.3,0.2,1.3,1.9,-0.6,0.0,10,0.10000000000000003,0.8,-0.7999999999999998,0,0,draw,1,1,1
M-1982-14,1982-06-18,Argentina,Hungary,group stage,0.5,0.2,1.7,0.8,0.9,1.0,10,0.3,0.1,2.1,1.7,0.4,0.0,10,0.2,0.5,0.0,0,0,win,4,1,2
M-1982-15,1982-06-18,Brazil,Scotland,group stage,0.5,0.3,1.2,0.7,0.5,0.5,10,0.3,0.4,1.7,1.5,0.2,0.5,10,0.2,0.3,-0.30000000000000004,0,0,win,4,1,2
M-1982-18,1982-06-19,Soviet Union,New Zealand,group stage,0.5,0.1,1.4,1.0,0.4,0.25,10,0.0,0.0,2.0,5.0,-3.0,0.5,1,0.5,3.4,-3.6,9,0,win,3,0,2
M-1982-17,1982-06-19,El Salvador,Belgium,group stage,0.0,0.0,0.25,4.75,-4.5,0.5,4,0.2,0.1,1.3,2.5,-1.2,0.0,10,-0.2,-3.3,-2.25,-6,0,lose,0,1,0
M-1982-16,1982-06-19,Cameroon,Poland,group stage,0.0,1.0,0.0,0.0,0.0,0.5,1,0.5,0.2,0.9,0.8,0.1,1.0,10,-0.5,-0.1,-0.8,-9,0,draw,0,0,1
M-1982-19,1982-06-20,West Germany,Chile,group stage,0.4,0.4,1.8,1.0,0.8,1.0,10,0.2,0.3,0.8,1.3,-0.5,0.6666666666666666,10,0.2,1.3,0.5,0,0,win,4,1,2
M-1982-20,1982-06-20,England,Czechoslovakia,group stage,0.8,0.0,1.8,0.8,1.0,0.75,10,0.3,0.2,1.0,1.5,-0.5,0.6666666666666666,10,0.5,1.5,0.30000000000000004,0,0,win,2,0,2
M-1982-21,1982-06-20,Spain,Yugoslavia,group stage,0.3,0.2,0.9,1.1,-0.2,0.5,10,0.2,0.3,1.4,1.1,0.3,0.3333333333333333,10,0.09999999999999998,-0.5,-0.20000000000000007,0,0,win,2,1,2
M-1982-22,1982-06-21,Algeria,Austria,group stage,1.0,0.0,2.0,1.0,1.0,0.5,1,0.4,0.1,1.0,1.7,-0.7,0.5,10,0.6,1.7,0.30000000000000004,-9,0,lose,0,2,0
M-1982-23,1982-06-21,France,Kuwait,group stage,0.3,0.1,2.0,2.1,-0.1,0.6666666666666666,10,0.0,1.0,1.0,1.0,0.0,0.5,1,0.3,-0.1,1.0,9,0,win,4,1,2
M-1982-24,1982-06-21,Honduras,Northern Ireland,group stage,0.0,1.0,1.0,1.0,0.0,0.5,1,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,-0.6666666666666666,0.0,6,-0.3333333333333333,0.6666666666666666,-0.6666666666666667,-5,0,draw,1,1,1
M-1982-27,1982-06-22,Soviet Union,Scotland,group stage,0.5,0.1,1.6,1.0,0.6,0.25,10,0.3,0.3,1.7,1.8,-0.1,0.5,10,0.2,0.7,-0.19999999999999996,0,0,draw,2,2,1
M-1982-26,1982-06-22,Hungary,Belgium,group stage,0.3,0.0,2.2,2.1,0.1,0.0,10,0.3,0.1,1.4,2.2,-0.8,0.0,10,0.0,0.9,0.0,0,0,draw,1,1,1
M-1982-25,1982-06-22,Poland,Peru,group stage,0.4,0.3,0.7,0.7,0.0,1.0,10,0.2,0.3,1.1,2.0,-0.9,0.0,10,0.2,0.9,-1.3,0,0,win,5,1,2
M-1982-28,1982-06-23,Italy,Cameroon,group stage,0.4,0.3,1.1,0.9,0.2,0.0,10,0.0,1.0,0.0,0.0,0.0,0.5,2,0.4,0.2,1.1,8,0,draw,1,1,1
M-1982-29,1982-06-23,Argentina,El Salvador,group stage,0.6,0.2,2.0,0.7,1.3,1.0,10,0.0,0.0,0.2,4.0,-3.8,0.5,5,0.6,5.1,-2.0,5,0,win,2,0,2
M-1982-30,1982-06-23,Brazil,New Zealand,group stage,0.6,0.3,1.6,0.6,1.0,0.5,10,0.0,0.0,1.0,4.0,-3.0,0.5,2,0.6,4.0,-2.4,8,0,win,4,0,2
M-1982-31,1982-06-24,Chile,Algeria,group stage,0.1,0.3,0.7,1.6,-0.9,0.5,10,0.5,0.0,1.0,1.5,-0.5,0.5,2,-0.4,-0.4,-0.8,8,0,lose,2,3,0
M-1982-32,1982-06-24,France,Czechoslovakia,group stage,0.3,0.1,2.0,2.2,-0.2,0.5,10,0.2,0.2,0.9,1.7,-0.8,0.6666666666666666,10,0.09999999999999998,0.6000000000000001,0.30000000000000004,0,0,draw,1,1,1
M-1982-33,1982-06-24,Honduras,Yugoslavia,group stage,0.0,1.0,1.0,1.0,0.0,0.5,2,0.1,0.3,1.4,1.3,0.1,0.0,10,-0.1,-0.1,-0.30000000000000004,-8,0,lose,0,1,0
M-1982-35,1982-06-25,Kuwait,England,group stage,0.0,0.5,1.0,2.5,-1.5,0.5,2,0.8,0.0,1.8,0.8,1.0,0.75,10,-0.8,-2.5,0.19999999999999996,-8,0,lose,0,1,0
M-1982-36,1982-06-25,Spain,Northern Ireland,group stage,0.4,0.2,1.1,1.1,0.0,0.5,10,0.2857142857142857,0.42857142857142855,1.0,1.5714285714285714,-0.5714285714285714,0.0,7,0.11428571428571432,0.5714285714285714,-0.4714285714285713,3,0,lose,0,1,0
M-1982-34,1982-06-25,West Germany,Austria,group stage,0.4,0.4,1.8,0.9,0.9,1.0,10,0.5,0.1,1.2,1.4,-0.2,0.5,10,-0.09999999999999998,1.1,0.40000000000000013,0,0,win,1,0,2
M-1982-37,1982-06-28,Austria,France,second group stage,0.5,0.1,1.2,1.3,-0.1,0.5,10,0.3,0.2,1.9,1.8,0.1,1.0,10,0.2,-0.2,-0.6000000000000001,0,0,lose,0,1,0
M-1982-38,1982-06-28,Poland,Belgium,second group stage,0.5,0.3,1.2,0.7,0.5,1.0,10,0.3,0.2,1.5,2.2,-0.7,0.0,10,0.2,1.2,-1.0000000000000002,0,0,win,3,0,2
M-1982-39,1982-06-29,Italy,Argentina,second group stage,0.4,0.4,1.1,0.8,0.3,0.0,10,0.7,0.1,2.1,0.6,1.5,1.0,10,-0.29999999999999993,-1.2,0.5000000000000001,0,0,win,2,1,2
M-1982-40,1982-06-29,West Germany,England,second group stage,0.4,0.4,1.8,0.9,0.9,1.0,10,0.8,0.0,1.7,0.8,0.9,0.75,10,-0.4,0.0,1.0,0,0,draw,0,0,1
M-1982-42,1982-07-01,Soviet Union,Belgium,second group stage,0.4,0.2,1.6,1.1,0.5,0.25,10,0.3,0.2,1.3,2.0,-0.7,0.0,10,0.10000000000000003,1.2,-0.3999999999999999,0,0,win,1,0,2
M-1982-41,1982-07-01,Austria,Northern Ireland,second group stage,0.5,0.0,1.0,1.2,-0.2,0.5,10,0.375,0.375,1.0,1.375,-0.375,0.0,8,0.125,0.175,-0.375,2,0,draw,2,2,1
M-1982-44,1982-07-02,West Germany,Spain,second group stage,0.3,0.5,1.6,0.8,0.8,0.5,10,0.3,0.2,1.0,1.2,-0.2,0.5,10,0.0,1.0,0.40000000000000013,0,0,win,2,1,2
M-1982-43,1982-07-02,Argentina,Brazil,second group stage,0.6,0.1,2.0,0.7,1.3,1.0,10,0.7,0.3,2.0,0.5,1.5,1.0,10,-0.09999999999999998,-0.19999999999999996,1.5,0,0,lose,1,3,0
M-1982-45,1982-07-04,France,Northern Ireland,second group stage,0.3,0.2,1.4,1.5,-0.1,0.5,10,0.3333333333333333,0.4444444444444444,1.1111111111111112,1.4444444444444444,-0.3333333333333333,0.0,9,-0.033333333333333326,0.2333333333333333,-0.04444444444444451,1,0,win,4,1,2
M-1982-46,1982-07-04,Soviet Union,Poland,second group stage,0.4,0.2,1.5,1.0,0.5,0.0,10,0.5,0.3,1.4,0.7,0.7,0.5,10,-0.09999999999999998,-0.19999999999999996,0.8,0,0,draw,0,0,1
M-1982-47,1982-07-05,Italy,Brazil,second group stage,0.4,0.4,1.1,0.8,0.3,0.0,10,0.8,0.2,2.2,0.5,1.7,1.0,10,-0.4,-1.4,0.6000000000000001,0,0,win,3,2,2
M-1982-48,1982-07-05,Spain,England,second group stage,0.3,0.2,1.0,1.2,-0.2,0.5,10,0.7,0.1,1.6,0.8,0.8,0.6666666666666666,10,-0.39999999999999997,-1.0,0.19999999999999996,0,0,draw,0,0,1
M-1982-49,1982-07-08,Poland,Italy,semi-finals,0.5,0.3,1.4,0.7,0.7,0.5,10,0.4,0.4,1.1,0.9,0.2,0.0,10,0.09999999999999998,0.49999999999999994,0.4999999999999999,0,1,lose,0,2,0
M-1982-50,1982-07-08,West Germany,France,semi-finals,0.4,0.4,1.8,0.9,0.9,0.5,10,0.4,0.1,1.7,1.5,0.2,0.5,10,0.0,0.7,0.30000000000000004,0,1,win,3,3,2
M-1982-51,1982-07-10,Poland,France,third-place match,0.4,0.3,1.3,0.9,0.4,0.0,10,0.4,0.1,1.9,1.6,0.3,0.0,10,0.0,0.10000000000000003,-0.30000000000000004,0,1,win,3,2,2
M-1982-52,1982-07-11,Italy,West Germany,final,0.4,0.4,1.2,0.9,0.3,0.5,10,0.4,0.4,1.5,1.2,0.3,1.0,10,0.0,0.0,0.0,0,1,win,3,1,2
M-1986-01,1986-05-31,Italy,Bulgaria,group stage,0.5,0.3,1.5,1.0,0.5,0.6666666666666666,10,0.0,0.4,0.8,2.2,-1.4,0.5,10,0.5,1.9,-0.7000000000000002,0,0,draw,1,1,1
M-1986-02,1986-06-01,Spain,Brazil,group stage,0.3,0.3,0.9,1.0,-0.1,0.5,10,0.8,0.1,2.4,0.8,1.6,1.0,10,-0.5,-1.7000000000000002,0.09999999999999998,0,0,lose,0,1,0
M-1986-03,1986-06-01,Canada,France,group stage,0.5,0.2,1.5,1.5,0.0,0.5,0,0.4,0.1,2.1,1.7,0.4,0.0,10,0.09999999999999998,-0.4,-0.19999999999999996,-10,0,lose,0,1,0
M-1986-06,1986-06-02,Poland,Morocco,group stage,0.4,0.3,1.3,1.0,0.3,0.5,10,0.0,0.3333333333333333,0.6666666666666666,2.0,-1.3333333333333333,0.5,3,0.4,1.6333333333333333,-0.7,7,0,draw,0,0,1
M-1986-05,1986-06-02,Hungary,Soviet Union,group stage,0.3,0.1,2.3,2.1,0.2,0.0,10,0.4,0.3,1.4,0.8,0.6,0.0,10,-0.10000000000000003,-0.39999999999999997,1.4999999999999998,0,0,lose,0,6,0
M-1986-04,1986-06-02,South Korea,Argentina,group stage,0.0,0.0,0.0,8.0,-8.0,0.5,2,0.5,0.1,1.9,0.9,1.0,1.0,10,-0.5,-9.0,-0.9,-8,0,lose,1,3,0
